ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
45623,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,P,C,01.12.1991,01.07.2021,752.30,NA,,01.11.2012,,,,80.00,,,01.11.2018,"Ptosis of upper eyelid (unilateral), correction of, by: (a) sutured elevation of the tarsal plate on the eyelid retractors (Muller’s or levator muscle or levator aponeurosis); or (b) sutured suspension to the brow/frontalis muscle; Not applicable to a service for repair of mechanical ptosis to which item45617 applies (Anaes.) (Assist.)
",,,NA,NA,564.25,664.40,Y
45624,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,P,C,01.07.1998,01.07.2021,975.40,NA,,01.11.2012,,,,80.00,,,01.11.2018,"Ptosis of upper eyelid, correction of, by: (a) sutured elevation of the tarsal plate on the eyelid retractors (Muller’s or levator muscle or levator aponeurosis); or (b) sutured suspension to the brow/frontalis muscle; if a previous ptosis surgery has been performed on that side (Anaes.) (Assist.)
",,,NA,NA,731.55,887.50,Y
45625,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2005,01.07.2021,195.15,NA,,,,,,,,,01.07.1998,"PTOSIS of eyelid, correction of eyelid height by revision of levator sutures within one week of primary repair by levator resection or advancement, performed in the operating theatre of a hospital (Anaes.)
",,,NA,NA,146.40,NA,Y
45626,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,339.25,NA,,,,,,,,,01.11.2019,"Ectropion or entropion, not caused by trachoma, correction of (unilateral) (Anaes.)
",,,NA,NA,254.45,288.40,Y
45627,,01.11.2019,,3,T8,13,4,S,N,S,N,N,N,N,N,N,N,C,01.11.2019,01.07.2021,339.25,NA,,,,,,,,,01.11.2019,"Ectropion or entropion, caused by trachoma, correction of (unilateral) (Anaes.)
",,,NA,NA,254.45,288.40,Y
45629,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,492.95,NA,,,,,,,,,01.12.1991,"SYMBLEPHARON, grafting for (Anaes.) (Assist.)
",,,NA,NA,369.75,419.05,Y
45632,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,P,C,01.12.1991,01.07.2021,532.70,NA,,01.11.2012,,,,80.00,,,01.11.2021,"Rhinoplasty, partial, involving correction of one or both lateral cartilages, one or both alar cartilages or one or both lateral cartilages and alar cartilages, if: (a) the indication for surgery is: (i) airway obstruction and the patient has a self reported NOSE Scale score of greater than 45; or (ii) significant acquired, congenital or developmental deformity; and (b) photographic and/or NOSE Scale evidence demonstrating the clinical need for this service is documented in the patient notes (Anaes.)
",,,NA,NA,399.55,452.80,Y
45635,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,P,C,01.12.1991,01.07.2021,611.40,NA,,01.11.2012,,,,80.00,,,01.11.2018,"Rhinoplasty, partial, involving correction of bony vault only, if: (a) the indication for surgery is: (i) airway obstruction and the patient has a self‑reported NOSE Scale score of greater than 45; or (ii) significant acquired, congenital or developmental deformity; and (b) photographic and/or NOSE Scale evidence demonstrating the clinical need for this service is documented in the patient notes (Anaes.)
",,,NA,NA,458.55,523.50,Y
45641,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.03.2013,01.07.2021,1109.20,NA,,,,,,,,,01.11.2018,"Rhinoplasty, total, including correction of all bony and cartilaginous elements of the external nose, with or without autogenous cartilage or bone graft from a local site (nasal), if: (a) the indication for surgery is: (i) airway obstruction and the patient has a self‑reported NOSE Scale score of greater than 45; or (ii) significant acquired, congenital or developmental deformity; and (b) photographic and/or NOSE Scale evidence demonstrating the clinical need for this service is documented in the patient notes (Anaes.)
",,,NA,NA,831.90,NA,Y
45644,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.03.2013,01.07.2021,1331.25,NA,,,,,,,,,01.11.2018,"Rhinoplasty, total, including correction of all bony and cartilaginous elements of the external nose involving autogenous bone or cartilage graft obtained from distant donor site, including obtaining of graft, if: (a) the indication for surgery is: (i) airway obstruction and the patient has a self‑reported NOSE Scale score of greater than 45; or (ii) significant acquired, congenital or developmental deformity; and (b) photographic and/or NOSE Scale evidence demonstrating the clinical need for this service is documented in the patient notes (Anaes.) (Assist.)
",,,NA,NA,998.45,NA,Y
45645,,01.11.1994,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,232.70,NA,,,,,,,,,01.11.1994,"CHOANAL ATRESIA, repair of by puncture and dilatation (Anaes.)
",,,NA,NA,174.55,NA,Y
45646,,01.11.1994,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.11.1994,01.07.2021,936.90,NA,,,,,,,,,01.11.1994,"CHOANAL ATRESIA - correction by open operation with bone removal (Anaes.) (Assist.)
",,,NA,NA,702.70,849.00,Y
45647,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1331.25,NA,,,,,,,,,01.11.2003,"FACE, contour restoration of 1 region, using autogenous bone or cartilage graft (not being a service to which item 45644 applies) (Anaes.) (Assist.)
",,,NA,NA,998.45,NA,Y
45650,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,153.75,NA,,,,,,,,,01.11.2018,"Rhinoplasty, revision of, if: (a) the indication for surgery is: (i) airway obstruction and the patient has a self-reported NOSE Scale score of greater than 45; or (ii) significant acquired, congenital or developmental deformity; and (b) photographic and/or NOSE Scale evidence demonstrating the clinical need for this service is documented in the patient notes (Anaes.)
",,,NA,NA,115.35,130.70,Y
45652,,01.11.1995,,3,T8,13,4,S,N,,N,N,N,N,N,N,P,C,01.11.1995,01.07.2021,370.80,NA,,01.11.2012,,,,80.00,,,01.11.2018,"Rhinophyma of a moderate or severe degree, carbon dioxide laser or erbium laser excision - ablation of (Anaes.)
",,,NA,NA,278.10,315.20,Y
45653,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,370.80,NA,,,,,,,,,01.12.1991,"RHINOPHYMA, shaving of (Anaes.)
",,,NA,NA,278.10,315.20,Y
45656,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,522.60,NA,,,,,,,,,01.12.1991,"COMPOSITE GRAFT (Chondrocutaneous or chondromucosal) to nose, ear or eyelid (Anaes.) (Assist.)
",,,NA,NA,391.95,444.25,Y
45658,,01.03.2021,,3,T8,13,4,S,N,S,N,N,N,N,N,N,N,A,01.03.2021,01.07.2021,542.40,NA,,,,,,,,,01.03.2021,"Correction of a congenital deformity of the ear if: (a)the congenital deformity is not related to a prominent ear; and (b) the deformity has been clinically diagnosed as a constricted ear, Stahl's ear, or a similar congenital deformity; and (c) photographic evidence demonstrating the clinical need for this service is documented in the patient notes. (Anaes.) (Assist.)
",,,NA,NA,406.80,NA,Y
45659,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2018,01.07.2021,542.40,NA,,,,,,,,,01.11.2018,"Correction of a congenital deformity of the ear if: (a) the patient is less than 18 years of age; and (b) the deformity is characterised by an absence of the antihelical fold and/or large scapha and/or large concha; and (c) photographic evidence demonstrating the clinical need for this service is documented in the patient notes (Anaes.) (Assist.)
",,,NA,NA,406.80,NA,Y
45660,,01.11.2000,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,2995.35,NA,,,,,,,,,01.11.2000,"EXTERNAL EAR, COMPLEX TOTAL RECONSTRUCTION OF, using multiple costal cartilage grafts to form a framework, including the harvesting and sculpturing of the cartilage and its insertion, for congenital absence, microtia or post-traumatic loss of entire or substantial portion of pinna (first stage) - performed by a specialist in the practice of his or her specialty (Anaes.) (Assist.)
",,,NA,NA,2246.55,NA,Y
45661,,01.11.2000,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1331.25,NA,,,,,,,,,01.11.2000,"EXTERNAL EAR, COMPLEX TOTAL RECONSTRUCTION OF, elevation of costal cartilage framework using cartilage previously stored in abdominal wall, including the use of local skin and fascia flaps and full thickness skin graft to cover cartilage (second stage) - performed by a specialist in the practice of his or her specialty (Anaes.) (Assist.)
",,,NA,NA,998.45,NA,Y
45662,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,729.70,NA,,,,,,,,,01.12.1991,"CONGENITAL ATRESIA, reconstruction of external auditory canal (Anaes.) (Assist.)
",,,NA,NA,547.30,NA,Y
45665,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,339.25,NA,,,,,,,,,01.12.1991,"LIP, EYELID OR EAR, FULL THICKNESS WEDGE EXCISION OF, with repair by direct sutures (Anaes.)
",,,NA,NA,254.45,288.40,Y
45668,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,339.25,NA,,,,,,,,,01.11.1995,"VERMILIONECTOMY, by surgical excision (Anaes.)
",,,NA,NA,254.45,288.40,Y
45669,,01.11.1995,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.11.1995,01.07.2021,339.25,NA,,,,,,,,,01.11.2018,"Vermilionectomy for biopsy-confirmed cellular atypia, using carbon dioxide laser or erbium laser excision - ablation (Anaes.)
",,,NA,NA,254.45,288.40,Y
45671,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,867.85,NA,,,,,,,,,01.12.1991,"LIP OR EYELID RECONSTRUCTION using full thickness flap (Abbe or similar), first stage (Anaes.) (Assist.)
",,,NA,NA,650.90,779.95,Y
45674,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,252.40,NA,,,,,,,,,01.12.1991,"LIP OR EYELID RECONSTRUCTION using full thickness flap (Abbe or similar), second stage (Anaes.)
",,,NA,NA,189.30,214.55,Y
45675,,01.11.1994,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,502.85,NA,,,,,,,,,01.11.1994,"MACROCHEILIA or macroglossia, operation for (Anaes.) (Assist.)
",,,NA,NA,377.15,NA,Y
45676,,01.11.1994,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,598.60,NA,,,,,,,,,01.11.1994,"MACROSTOMIA, operation for (Anaes.) (Assist.)
",,,NA,NA,448.95,NA,Y
45677,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,563.25,NA,,,,,,,,,01.12.1991,"CLEFT LIP, unilateralprimary repair, 1 stage, without anterior palate repair (Anaes.) (Assist.)
",,,NA,NA,422.45,NA,Y
45680,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,704.25,NA,,,,,,,,,01.12.1991,"CLEFT LIP, unilateral - primary repair, 1 stage, with anterior palate repair (Anaes.) (Assist.)
",,,NA,NA,528.20,NA,Y
45683,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,782.35,NA,,,,,,,,,01.12.1991,"CLEFT LIP, bilateral - primary repair, 1 stage, without anterior palate repair (Anaes.) (Assist.)
",,,NA,NA,586.80,NA,Y
45686,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2005,01.07.2021,923.50,NA,,,,,,,,,01.12.1991,"CLEFT LIP, bilateral - primary repair, 1 stage, with anterior palate repair (Anaes.) (Assist.)
",,,NA,NA,692.65,NA,Y
45689,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,272.40,NA,,,,,,,,,01.12.1991,"CLEFT LIP, lip adhesion procedure, unilateral or bilateral (Anaes.) (Assist.)
",,,NA,NA,204.30,NA,Y
45692,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,312.95,NA,,,,,,,,,01.12.1991,"CLEFT LIP, partial revision, including minor flap revision alignment and adjustment, including revision of minor whistle deformity if performed (Anaes.)
",,,NA,NA,234.75,266.05,Y
45695,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,508.55,NA,,,,,,,,,01.12.1991,"CLEFT LIP, total revision, including major flap revision, muscle reconstruction and revision of major whistle deformity (Anaes.) (Assist.)
",,,NA,NA,381.45,NA,Y
45698,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,477.35,NA,,,,,,,,,01.12.1991,"CLEFT LIP, primary columella lengthening procedure, bilateral (Anaes.)
",,,NA,NA,358.05,NA,Y
45701,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,860.85,NA,,,,,,,,,01.12.1991,"CLEFT LIP RECONSTRUCTION using full thickness flap (Abbe or similar), first stage (Anaes.) (Assist.)
",,,NA,NA,645.65,NA,Y
45704,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,312.95,NA,,,,,,,,,01.12.1991,"CLEFT LIP RECONSTRUCTION using full thickness flap (Abbe or similar), second stage (Anaes.)
",,,NA,NA,234.75,266.05,Y
45707,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,813.60,NA,,,,,,,,,01.12.1991,"CLEFT PALATE, primary repair (Anaes.) (Assist.)
",,,NA,NA,610.20,NA,Y
45710,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,508.55,NA,,,,,,,,,01.12.1991,"CLEFT PALATE, secondary repair, closure of fistula using local flaps (Anaes.)
",,,NA,NA,381.45,NA,Y
45713,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,579.15,NA,,,,,,,,,01.12.1991,"CLEFT PALATE, secondary repair, lengthening procedure (Anaes.) (Assist.)
",,,NA,NA,434.40,NA,Y
45714,,01.11.1995,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,813.60,NA,,,,,,,,,01.11.1995,"ORO-NASAL FISTULA, plastic closure of, including services to which item 45200, 45203 or 45239 applies (Anaes.) (Assist.)
",,,NA,NA,610.20,NA,Y
45716,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,813.60,NA,,,,,,,,,01.12.1991,"VELO-PHARYNGEAL INCOMPETENCE, pharyngeal flap for, or pharyngoplasty for (Anaes.)
",,,NA,NA,610.20,NA,Y
45720,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.07.1998,01.07.2021,1005.95,NA,,,,,,,,,01.11.2021,"Mandible or maxilla, unilateral osteotomy or osteectomy of, including transposition of nerves and vessels and bone grafts taken from the same site (Anaes.) (Assist.)
",,,NA,NA,754.50,918.05,Y
45723,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1134.50,NA,,,,,,,,,01.11.2021,"Mandible or maxilla, unilateral osteotomy or osteectomy of, including transposition of nerves and vessels and bone grafts taken from the same site and stabilisation with fixation by wires, screws, plates or pins, or any combination (H) (Anaes.) (Assist.)
",,,NA,NA,850.90,NA,Y
45726,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1282.00,NA,,,,,,,,,01.11.2021,"Mandible or maxilla, bilateral osteotomy or osteectomy of, including transposition of nerves and vessels and bone grafts taken from the same site (H) (Anaes.) (Assist.)
",,,NA,NA,961.50,NA,Y
45729,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1439.75,NA,,,,,,,,,01.11.2021,"Mandible or maxilla, bilateral osteotomy or osteectomy of, including transposition of nerves and vessels and bone grafts taken from the same site and stabilisation with fixation by wires, screws, plates or pins, or any combination (H) (Anaes.) (Assist.)
",,,NA,NA,1079.85,NA,Y
45731,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1459.55,NA,,,,,,,,,01.11.2021,"Mandible or maxilla, osteotomies or osteectomies of, involving 3 or more such procedures on the 1 jaw, including transposition of nerves and vessels and bone grafts taken from the same site (H) (Anaes.) (Assist.)
",,,NA,NA,1094.70,NA,Y
45732,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2005,01.07.2021,1643.15,NA,,,,,,,,,01.11.2021,"Mandible or maxilla, osteotomies or osteectomies of, involving 3 or more such procedures on the 1 jaw, including transposition of nerves and vessels and bone grafts taken from the same site and stabilisation with fixation by wires, screws, plates or pins, or any combination (H) (Anaes.) (Assist.)
",,,NA,NA,1232.40,NA,Y
45735,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1676.35,NA,,,,,,,,,01.11.2021,"Mandible and maxilla, osteotomies or osteectomies of, involving 2 such procedures of each jaw, including transposition of nerves and vessels and bone grafts taken from the same site (H) (Anaes.) (Assist.)
",,,NA,NA,1257.30,NA,Y
45738,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1885.80,NA,,,,,,,,,01.11.2021,"Mandible and maxilla, osteotomies or osteectomies of, involving 2 such procedures of each jaw, including transposition of nerves and vessels and bone grafts taken from the same site and stabilisation with fixation by wires, screws, plates or pins, or any combination (H) (Anaes.) (Assist.)
",,,NA,NA,1414.35,NA,Y
45741,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1844.10,NA,,,,,,,,,01.11.2021,"Mandible and maxilla, complex bilateral osteotomies or osteectomies of, involving 3 or more such procedures of 1 jaw and 2 such procedures of the other jaw, including genioplasty when performed and transposition of nerves and vessels and bone grafts taken from the same site (H) (Anaes.) (Assist.)
",,,NA,NA,1383.10,NA,Y
45744,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,2073.45,NA,,,,,,,,,01.11.2021,"Mandible and maxilla, complex bilateral osteotomies or osteectomies of, involving 3 or more such procedures of 1 jaw and 2 such procedures of the other jaw, including genioplasty when performed and transposition of nerves and vessels and bone grafts taken from the same site and stabilisation with fixation by wires, screws, plates or pins, or any combination (H) (Anaes.) (Assist.)
",,,NA,NA,1555.10,NA,Y
45747,,01.07.1998,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.07.1998,01.07.2021,2011.90,NA,,,,,,,,,01.11.2021,"MANDIBLE AND MAXILLA, complex bilateral osteotomies or osteectomies of, involving 3 or more such procedures of each jaw, including genioplasty (when performed) and transposition of nerves and vessels and bone grafts taken from the same site (Anaes.) (Assist.)
",,,NA,NA,1508.95,1924.00,Y
45752,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2005,01.07.2021,2253.50,NA,,,,,,,,,01.11.2021,"MANDIBLE AND MAXILLA, complex bilateral osteotomies or osteectomies of, involving 3 or more such procedures of each jaw, including genioplasty when performed and transposition of nerves and vessels and bone grafts taken from the same site and stabilisation with fixation by wires, screws, plates or pins, or any combination (H) (Anaes.) (Assist.)
",,,NA,NA,1690.15,NA,Y
45753,,01.07.1993,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.07.1993,01.07.2021,2266.85,NA,,,,,,,,,01.07.1993,"MIDFACIAL OSTEOTOMIES - Le Fort II, Modified Le Fort III (Nasomalar), Modified Le Fort III(Malar-Maxillary), Le Fort III involving 3 or more osteotomies of the midface including transposition of nerves and vessels and bone grafts taken from the same site (Anaes.) (Assist.)
",,,NA,NA,1700.15,2178.95,Y
45754,,01.07.1993,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,2717.45,NA,,,,,,,,,01.11.2000,"MIDFACIAL OSTEOTOMIES - Le Fort II, Modified Le Fort III (Nasomalar), Modified Le Fort III (Malar-Maxillary), Le Fort III involving 3 or more osteotomies of the midface including transposition of nerves and vessels and bone grafts taken from the same site and stabilisation with fixation by wires, screws, plates or pins, or any combination (Anaes.) (Assist.)
",,,NA,NA,2038.10,NA,Y
45755,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,382.65,NA,,,,,,,,,01.11.2006,"TEMPOROMANDIBULAR PARTIAL OR TOTAL MENISCECTOMY (Anaes.) (Assist.)
",,,NA,NA,287.00,325.30,Y
45758,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,684.75,NA,,,,,,,,,01.12.1991,"TEMPORO-MANDIBULAR JOINT, arthroplasty (Anaes.) (Assist.)
",,,NA,NA,513.60,NA,Y
45761,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2005,01.07.2021,779.00,NA,,,,,,,,,01.07.1998,"GENIOPLASTY, including transposition of nerves and vessels and bone grafts taken from the same site (Anaes.) (Assist.)
",,,NA,NA,584.25,NA,Y
45767,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,2613.45,NA,,,,,,,,,01.12.1991,"HYPERTELORISM, correction of, intracranial (Anaes.) (Assist.)
",,,NA,NA,1960.10,2525.55,Y
45770,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,2001.85,NA,,,,,,,,,01.12.1991,"HYPERTELORISM, correction of, subcranial (Anaes.) (Assist.)
",,,NA,NA,1501.40,NA,Y
45773,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,1824.40,NA,,,,,,,,,01.12.1991,"TREACHER COLLINS SYNDROME, PERIORBITAL CORRECTION OF, with rib and iliac bone grafts (Anaes.) (Assist.)
",,,NA,NA,1368.30,1736.50,Y
45776,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1824.40,NA,,,,,,,,,01.12.1991,"ORBITAL DYSTOPIA (UNILATERAL), CORRECTION OF, with total repositioning of 1 orbit, intracranial (Anaes.) (Assist.)
",,,NA,NA,1368.30,NA,Y
45779,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1341.40,NA,,,,,,,,,01.12.1991,"ORBITAL DYSTOPIA (UNILATERAL), CORRECTION OF, with total repositioning of 1 orbit, extracranial (Anaes.) (Assist.)
",,,NA,NA,1006.05,NA,Y
45782,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,1025.60,NA,,,,,,,,,01.12.1991,"FRONTOORBITAL ADVANCEMENT, UNILATERAL (Anaes.) (Assist.)
",,,NA,NA,769.20,937.70,Y
45785,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1735.70,NA,,,,,,,,,01.12.1991,"CRANIAL VAULT RECONSTRUCTION for oxycephaly, brachycephaly, turricephaly or similar condition(bilateral frontoorbital advancement) (Anaes.) (Assist.)
",,,NA,NA,1301.80,NA,Y
45788,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1715.95,NA,,,,,,,,,01.12.1991,"GLENOID FOSSA, ZYGOMATIC ARCH AND TEMPORAL BONE, RECONSTRUCTION OF, (Obwegeser technique) (Anaes.) (Assist.)
",,,NA,NA,1287.00,NA,Y
45791,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,926.95,NA,,,,,,,,,01.12.1991,"ABSENT CONDYLE AND ASCENDING RAMUS in hemifacial microsomia, CONSTRUCTION OF, not including harvesting of graft material (Anaes.) (Assist.)
",,,NA,NA,695.25,NA,Y
45794,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,524.30,NA,,,,,,,,,01.11.2006,"OSSEO-INTEGRATION PROCEDURE - extra-oral, implantation of titanium fixture, not for implantable bone conduction hearing system device (Anaes.)
",,,NA,NA,393.25,445.70,Y
45797,,01.12.1991,,3,T8,13,4,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,194.10,NA,,,,,,,,,01.11.2006,"OSSEO-INTEGRATION PROCEDURE, fixation of transcutaneous abutment, not for implantable bone conduction hearing system device (Anaes.)
",,,NA,NA,145.60,165.00,Y
45799,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,30.60,NA,,,,,,,,,01.11.2004,"ASPIRATION BIOPSY of 1 or MORE JAW CYSTS as an independent procedure to obtain material for diagnostic purposes and not being a service associated with an operative procedure on the same day (Anaes.)
",,,NA,NA,22.95,26.05,Y
45801,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,132.10,NA,,,,,,,,,01.11.2004,"TUMOUR, CYST, ULCER OR SCAR, (other than a scar removed during the surgical approach at an operation),in the oral and maxillofacial region, up to 3 cm in diameter, removal from cutaneous or subcutaneous tissue or from mucous membrane, where the removal is by surgical excision and suture, not being a service to which item 45803 applies (Anaes.)
",,,NA,NA,99.10,112.30,Y
45803,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,339.25,NA,,,,,,,,,01.11.2004,"TUMOURS, CYSTS, ULCERS OR SCARS, (other than a scar removed during the surgical approach at an operation), in the oral and maxillofacial region, up to 3 cm in diameter, removal from cutaneous or subcutaneous tissue or from mucous membrane, where the removal is by surgical excision and suture, and the procedure is performed on more than 3 but not more than 10 lesions (Anaes.) (Assist.)
",,,NA,NA,254.45,288.40,Y
45805,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,179.50,NA,,,,,,,,,01.11.2004,"TUMOUR, CYST, ULCER OR SCAR, (other than a scar removed during the surgical approach at an operation), in the oral and maxillofacial region, more than 3 cm in diameter, removal from cutaneous or subcutaneous tissue or from mucous membrane (Anaes.)
",,,NA,NA,134.65,152.60,Y
45807,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,256.50,NA,,,,,,,,,01.11.2004,"TUMOUR, CYST (other than a cyst associated with a tooth or tooth fragment unless it has been established by radiological examination that there is a minimum of 5mm separation between the cyst lining and tooth structure or where a tumour or cyst has been proven by positive histopathology), ULCER OR SCAR (other than a scar removed during the surgical approach at an operation), in the oral and maxillofacial region, removal of, not being a service to which another item in this Subgroup applies, involving muscle, bone, or other deep tissue (Anaes.)
",,,NA,NA,192.40,218.05,Y
